collocate_pair,risk_ratio,risk_ratio_reverse,odds_ratio,mutual_information,dice_coefficient,t_score,chi_squared,risk_ratio_confidence_interval_left,risk_ratio_confidence_interval_right,risk_ratio_reverse_confidence_interval_left,risk_ratio_reverse_confidence_interval_right,suffix1_frequency,suffix2_frequency,suffix1-suffix2_frequency,suffix1-suffix2_adjacent_frequency,stem_frequency
"('P1sg', 'Dat')",10.181107676716495,12.092951268908735,12.362757025639224,2.6863210767813954,0.04645535930316961,8.277215181852153,5.355625799398524e+21,8.131721510722855,12.746987632103659,9.658724284627436,15.140661031700862,1611,2522,96,96,49
"('P1sg', 'Gen')",10.17097192224622,10.838924386104145,11.077991123347495,2.995718776712622,0.03508771929824561,5.867671061831197,5.44950834530806e+21,7.462218827189849,13.862990651813686,7.952280887096476,14.773406965328917,1611,954,45,45,22
"('Dat', 'Cond')",10.09052429052429,11.598474652310454,11.60561167227834,-3.459826833175627,0.0008164931618697694,-14.146449672136129,5.364261476426182e+21,2.257332710972613,45.105748019657355,2.594673525005383,51.84645118695966,2522,2377,2,2,2
"('FutPart→Adj', 'P3sg')",9.86378724488254,19.747012981794803,19.92787901250959,2.727197741682732,0.027192216539852813,8.865395353219053,5.069872234039637e+21,7.492324550804001,12.98586281901881,14.99941416977596,25.997316781139126,605,7412,109,109,65
"('PastPart→Noun', 'Equ')",9.815540617523073,7.1750997605746205,9.821571086535174,4.740113629568017,0.0019588638589618022,2.3578600594105343,5.506557310679213e+21,3.7710213933132306,25.548738011691942,2.756593421658257,18.675970191943797,6116,10,6,0,3
"('Related→Adj', 'Caus→Verb')",9.516149519143532,9.912785453164316,9.921680448626555,2.4653912361341654,0.00024310198128114745,0.8189328433968543,5.023622067520399e+21,1.2787799168787297,70.81523605072654,1.3320798430429694,73.76683608994182,6,8221,1,0,1
"('P2pl', 'Rel→Adj')",9.426405757984705,9.367685160368088,9.460659439927733,3.0710334562938897,0.0019138755980861245,0.8810071379947333,5.505223267946882e+21,1.3082542371758947,67.92038044988988,1.3001046335397086,67.49727906503941,1013,32,1,0,1
"('P1pl', 'Acc')",9.321399138096414,13.38558389550688,13.626567442181019,2.5354331611987857,0.05193447194144301,10.10383636545792,5.269429630153038e+21,7.638562440281177,11.374978285640113,10.969020516198167,16.33453560954359,1760,3978,149,149,71
"('EverSince→Verb', 'Narr')",9.263004504106686,10.754170141784822,10.76536895939881,3.150887849487089,0.000911473168508602,1.7748390318156573,4.992800514151467e+21,3.1903481058304473,26.89463644619,3.7039328142840335,31.22415584657726,14,8763,4,4,4
"('Acquire→Verb', 'AsLongAs→Adv')",9.21740678116935,8.363556618819777,9.229857397504455,3.066467733343611,0.006688963210702341,1.7612696117414333,5.499828607600198e+21,3.2685231712504232,25.993570587735437,2.965745057332631,23.585668344370696,1075,121,4,4,2
"('P1pl', 'Gen')",9.00530789215602,9.541728626241486,9.702287435005426,2.5055297625098234,0.025792188651436992,4.874568813562344,5.449508345308095e+21,6.3559549970214055,12.758990626983884,6.7345612685833345,13.519007630320086,1760,954,35,35,27
"('P1sg', 'Acc')",8.981955776527542,12.628393627208792,12.877910381737415,2.801435580172799,0.0586867060297012,10.97256609316562,5.269429630153002e+21,7.441880074658438,10.840745720455493,10.463087689082494,15.241803408579873,1611,3978,164,164,75
"('Neg', 'Desr')",8.963041374265737,5.103571763660157,9.021820931542113,1.6478795598978526,0.024228534009986084,8.285649625530386,5.436871023715376e+21,7.151925056215962,11.23279537262164,4.072318898082462,6.395973743385804,11053,1164,148,148,71
"('P3sg', 'Equ')",8.927534358709233,8.140318199456733,8.933686888285258,2.8778766541803997,0.0005389382915656157,1.2218256967792698,5.506557310678833e+21,2.0703673198132,38.49600453175863,1.8878055346372882,35.10148644687506,7412,10,2,2,2
"('A3pl', 'P2sg')",8.922089474717824,8.762426155967395,9.72910889087565,2.6800263818819263,0.06395209580838324,13.797208216540218,5.404166691012024e+21,7.8117044383733845,10.19030881453143,7.671911774416985,10.00795035141242,6641,1709,267,267,89
"('With→Adj', 'Neg')",8.911640442890443,9.736933132227248,9.763663259817106,1.702736004671592,0.0012605798667386999,1.8329922423791958,4.864018805335231e+21,4.0820122898757045,19.45543759883653,4.460040883175271,21.257174385802355,53,11053,7,0,1
"('PastPart→Noun', 'Abl')",8.843526219622836,6.993160311296699,9.307304166722533,4.242540365085022,0.13481909478607787,20.985417363423537,5.437532693279415e+21,7.949817697672109,9.83770433126506,6.286445952073597,7.779322611270389,6116,1153,490,366,138
"('P3sg', 'Gen')",8.838729160290242,8.617143844856624,9.455074238556474,2.856548144739888,0.0449438202247191,11.822295006805968,5.449508345308359e+21,7.562752013763718,10.329987420820625,7.373155210860772,10.0710165348983,7412,954,188,188,102
"('Pass→Verb', 'Prog2')",8.80273493788307,4.692052173440898,8.885287899837573,2.6877405044473,0.04007984031936128,13.39021867742118,5.451917425740617e+21,7.343091353702328,10.552523270401416,3.914029899689313,5.6247280073253885,11611,914,251,231,101
"('Caus→Verb', 'AfterDoingSo→Adv')",8.666652491920395,5.295607742226149,8.712568446269678,1.10638777176965,0.021347971942665446,5.488756197063656,5.409737805934938e+21,6.70408156656945,11.203751724957765,4.096412805467645,6.845858240188783,8221,1616,105,97,53
"('Neg', 'Prog1')",8.648782872689624,5.782692412602553,10.189276496703844,1.7071240238105905,0.18496667759204632,40.62093362326946,4.102495413805489e+21,8.232857645024435,9.085720706483485,5.504599218030135,6.074834917906656,11053,25559,3386,3385,257
"('Cond', 'A2pl')",8.63830491357102,9.410737291603377,10.21643398328627,3.449254873183522,0.12102595607433574,18.045219720907095,5.260249778100872e+21,7.717063416404026,9.66952165006266,8.407118896709507,10.534164850010272,2377,4134,394,394,112
"('Inf3→Noun', 'Cop')",8.600705264884368,10.656994008856474,10.673624882580107,4.8104935219438945,0.0055163959546429666,2.8931377717443363,5.313238483616269e+21,4.11349722105816,17.982783767234693,5.0969675032636905,22.282174887730914,27,3236,9,8,5
"('P3pl', 'Dat')",8.540333097864478,9.923778135048233,10.01069805194805,2.6268736446048844,0.024344569288389514,5.234341532757412,5.355625799398452e+21,6.051388540879735,12.052984026683571,7.031650475515996,14.00544193949496,682,2522,39,39,19
"('FutPart→Noun', 'Acc')",8.532863636481634,11.2371299225163,11.804552292156918,5.068020641216386,0.1703011422637591,19.659633793802122,5.269429630152913e+21,7.581398559050912,9.603737525692804,9.98412306018765,12.647389073060749,837,3978,410,116,135
